trans_id,acct_num,trans_category,trans_timestamp,trans_amount,currency,trans_status,entry_timestamp,transaction_location,merchant_id
44860737,380060,Deposit,2024-01-25 21:32:26,4813.88,USD,Completed,2024-01-25 21:32:26,Houston,5677
76762073,934922,Deposit,2024-08-31 21:32:26,2905.97,USD,Failed,2024-08-31 21:32:26,Houston,4079
35748934,259128,Withdrawal,2024-03-07 21:32:26,230.98,USD,Failed,2024-03-07 21:32:26,Houston,9884
10585996,607094,Withdrawal,2024-10-19 21:32:26,939.46,USD,Failed,2024-10-19 21:32:26,Houston,2509
86004293,602251,Deposit,2024-10-12 21:32:26,930.86,USD,Pending,2024-10-12 21:32:26,Chicago,2638
89265706,516903,Deposit,2024-08-30 21:32:26,744.2,USD,Pending,2024-08-30 21:32:26,Houston,8491
44335423,879603,Withdrawal,2024-07-26 21:32:26,527.53,USD,Pending,2024-07-26 21:32:26,Phoenix,4626
98690848,172492,Withdrawal,2024-04-29 21:32:26,139.09,USD,Completed,2024-04-29 21:32:26,Phoenix,8901
12678885,194667,Deposit,2024-07-14 21:32:26,2380.66,USD,Failed,2024-07-14 21:32:26,Houston,9673
39292846,778171,Withdrawal,2024-02-22 21:32:26,83.02,USD,Completed,2024-02-22 21:32:26,Phoenix,6699
27109425,781371,Deposit,2024-09-19 21:32:26,3309.38,USD,Pending,2024-09-19 21:32:26,New York,6865
72191578,506247,Transfer,2023-12-04 21:32:26,734.39,USD,Failed,2023-12-04 21:32:26,Chicago,4375
29557538,459171,Transfer,2024-04-11 21:32:26,140.85,USD,Failed,2024-04-11 21:32:26,Los Angeles,1838
22797787,321330,Withdrawal,2024-10-27 21:32:26,939.41,USD,Completed,2024-10-27 21:32:26,Houston,2633
89319463,818554,Withdrawal,2024-07-26 21:32:26,805.12,USD,Pending,2024-07-26 21:32:26,Chicago,9453
39389009,294337,Transfer,2024-10-20 21:32:26,607.75,USD,Failed,2024-10-20 21:32:26,Phoenix,6768
52424732,158433,Transfer,2024-01-12 21:32:26,1641.65,USD,Completed,2024-01-12 21:32:26,New York,9285
95046536,500567,Transfer,2024-10-06 21:32:26,468.23,USD,Failed,2024-10-06 21:32:26,Los Angeles,7045
95027817,778356,Transfer,2024-10-30 21:32:26,515.16,USD,Completed,2024-10-30 21:32:26,Los Angeles,8797
83199713,381006,Withdrawal,2024-05-23 21:32:26,711.13,USD,Pending,2024-05-23 21:32:26,Los Angeles,7119
79997965,569087,Withdrawal,2024-02-19 21:32:26,638.82,USD,Pending,2024-02-19 21:32:26,Houston,7721
42398961,624626,Withdrawal,2024-03-17 21:32:26,795.93,USD,Failed,2024-03-17 21:32:26,Houston,7858
80661068,688814,Transfer,2023-12-29 21:32:26,1439.11,USD,Completed,2023-12-29 21:32:26,Houston,4212
19537696,164014,Deposit,2024-03-01 21:32:26,584.4,USD,Failed,2024-03-01 21:32:26,New York,7496
98218843,896579,Withdrawal,2024-04-13 21:32:26,938.94,USD,Failed,2024-04-13 21:32:26,Chicago,6757
26429527,325288,Deposit,2024-09-23 21:32:26,488.09,USD,Completed,2024-09-23 21:32:26,Phoenix,7526
55511305,791388,Transfer,2024-01-25 21:32:26,654.5,USD,Completed,2024-01-25 21:32:26,Los Angeles,1667
80775795,344229,Transfer,2023-11-21 21:32:26,783.48,USD,Completed,2023-11-21 21:32:26,Houston,9595
75505804,737179,Deposit,2024-01-29 21:32:26,2512.47,USD,Pending,2024-01-29 21:32:26,Chicago,5600
11644036,550880,Transfer,2023-11-22 21:32:26,717.16,USD,Failed,2023-11-22 21:32:26,Chicago,3700
31589819,659630,Withdrawal,2023-12-09 21:32:26,337.77,USD,Pending,2023-12-09 21:32:26,Chicago,5427
97821884,297774,Withdrawal,2024-01-02 21:32:26,445.95,USD,Failed,2024-01-02 21:32:26,New York,1761
36013809,641387,Transfer,2024-06-02 21:32:26,1703.63,USD,Completed,2024-06-02 21:32:26,Chicago,1538
58490230,938848,Deposit,2023-11-23 21:32:26,3495.94,USD,Pending,2023-11-23 21:32:26,Houston,8595
50256312,995544,Deposit,2024-05-08 21:32:26,2433.81,USD,Completed,2024-05-08 21:32:26,Chicago,7950
12382401,288347,Deposit,2024-09-04 21:32:26,3398.98,USD,Failed,2024-09-04 21:32:26,Phoenix,2117
46141565,212507,Withdrawal,2024-02-03 21:32:26,71.58,USD,Failed,2024-02-03 21:32:26,Phoenix,7321
48321036,332687,Deposit,2023-12-04 21:32:26,3414.1,USD,Completed,2023-12-04 21:32:26,Los Angeles,3149
22202029,245033,Deposit,2024-01-12 21:32:26,4936.7,USD,Completed,2024-01-12 21:32:26,New York,5436
87846028,950413,Transfer,2024-07-27 21:32:26,1258.28,USD,Completed,2024-07-27 21:32:26,Phoenix,4579
40934841,367221,Transfer,2024-01-15 21:32:26,804.8,USD,Pending,2024-01-15 21:32:26,Los Angeles,4754
51101242,481371,Transfer,2024-09-28 21:32:26,216.9,USD,Completed,2024-09-28 21:32:26,Chicago,5304
84322395,200023,Deposit,2024-03-31 21:32:26,2320.49,USD,Failed,2024-03-31 21:32:26,Houston,8317
56763824,644672,Deposit,2024-07-07 21:32:26,1307.56,USD,Completed,2024-07-07 21:32:26,New York,2635
78301638,134828,Withdrawal,2024-08-01 21:32:26,682.36,USD,Failed,2024-08-01 21:32:26,Phoenix,2803
47174360,693642,Transfer,2024-04-29 21:32:26,757.54,USD,Pending,2024-04-29 21:32:26,New York,6035
23601917,452066,Transfer,2024-03-03 21:32:26,706.05,USD,Pending,2024-03-03 21:32:26,Houston,3848
49235984,642250,Withdrawal,2024-10-26 21:32:26,651.71,USD,Pending,2024-10-26 21:32:26,Houston,3042
66448235,587952,Withdrawal,2024-09-04 21:32:26,362.04,USD,Pending,2024-09-04 21:32:26,Phoenix,6750
13148450,978924,Withdrawal,2024-01-26 21:32:26,536.52,USD,Completed,2024-01-26 21:32:26,New York,8794
59359564,871126,Deposit,2024-05-28 21:32:26,3919.11,USD,Failed,2024-05-28 21:32:26,New York,1800
96240604,428411,Withdrawal,2024-05-10 21:32:26,962.09,USD,Completed,2024-05-10 21:32:26,New York,2104
76472988,241533,Transfer,2023-11-24 21:32:26,1385.18,USD,Pending,2023-11-24 21:32:26,Houston,3575
67675377,178522,Withdrawal,2024-01-17 21:32:26,718.05,USD,Pending,2024-01-17 21:32:26,Phoenix,1640
40749203,445905,Withdrawal,2024-02-17 21:32:26,113.83,USD,Failed,2024-02-17 21:32:26,New York,8226
15721698,413127,Withdrawal,2024-09-06 21:32:26,370.73,USD,Failed,2024-09-06 21:32:26,Chicago,4788
35180826,512617,Transfer,2024-09-07 21:32:26,1302.12,USD,Failed,2024-09-07 21:32:26,Chicago,1841
64148054,992548,Deposit,2024-06-07 21:32:26,2409.46,USD,Pending,2024-06-07 21:32:26,Los Angeles,2285
90650545,688291,Withdrawal,2024-10-24 21:32:26,236.55,USD,Failed,2024-10-24 21:32:26,Chicago,7616
22156842,230226,Withdrawal,2024-02-13 21:32:26,911.59,USD,Completed,2024-02-13 21:32:26,Houston,5117
75843430,612240,Deposit,2024-01-22 21:32:26,804.52,USD,Failed,2024-01-22 21:32:26,Houston,8228
77283968,459932,Transfer,2024-07-23 21:32:26,1973.97,USD,Failed,2024-07-23 21:32:26,Phoenix,9423
12523947,584577,Transfer,2024-01-09 21:32:26,1966.16,USD,Pending,2024-01-09 21:32:26,Houston,8037
36702680,845868,Deposit,2023-12-21 21:32:26,3232.25,USD,Failed,2023-12-21 21:32:26,Houston,1676
89526117,129457,Withdrawal,2024-03-14 21:32:26,794.8,USD,Failed,2024-03-14 21:32:26,Phoenix,1316
96535883,706618,Withdrawal,2023-12-25 21:32:26,959.98,USD,Completed,2023-12-25 21:32:26,Phoenix,1768
85460109,206516,Transfer,2024-01-22 21:32:26,178.31,USD,Pending,2024-01-22 21:32:26,New York,6153
67341911,332351,Withdrawal,2024-03-04 21:32:26,729.33,USD,Pending,2024-03-04 21:32:26,New York,4726
45056443,144032,Deposit,2024-03-22 21:32:26,410.98,USD,Pending,2024-03-22 21:32:26,Phoenix,9453
25568231,613533,Deposit,2024-04-23 21:32:26,3969.01,USD,Completed,2024-04-23 21:32:26,Phoenix,2823
39363823,555333,Withdrawal,2024-09-17 21:32:26,505.09,USD,Failed,2024-09-17 21:32:26,Los Angeles,1856
79355134,872462,Deposit,2024-06-13 21:32:26,4525.83,USD,Failed,2024-06-13 21:32:26,Chicago,3934
67059728,819327,Deposit,2024-09-25 21:32:26,3420.77,USD,Completed,2024-09-25 21:32:26,Los Angeles,3775
82391118,645177,Withdrawal,2024-02-05 21:32:26,774.62,USD,Completed,2024-02-05 21:32:26,Los Angeles,3586
59978790,928218,Deposit,2024-08-02 21:32:26,3121.63,USD,Failed,2024-08-02 21:32:26,Houston,6650
13249545,619637,Transfer,2024-11-13 21:32:26,1652.93,USD,Failed,2024-11-13 21:32:26,Phoenix,8747
68447696,181746,Deposit,2024-01-11 21:32:26,3608.72,USD,Pending,2024-01-11 21:32:26,Los Angeles,4346
79519240,746335,Withdrawal,2024-02-18 21:32:26,64.17,USD,Pending,2024-02-18 21:32:26,Chicago,3509
30988749,848504,Deposit,2024-03-31 21:32:26,113.6,USD,Pending,2024-03-31 21:32:26,New York,8719
55241240,588877,Deposit,2024-08-18 21:32:26,3043.89,USD,Failed,2024-08-18 21:32:26,Chicago,3327
85960755,696183,Deposit,2023-11-29 21:32:26,4573.92,USD,Completed,2023-11-29 21:32:26,Phoenix,1366
88377617,677197,Withdrawal,2024-06-29 21:32:26,153.35,USD,Completed,2024-06-29 21:32:26,Los Angeles,4440
43733920,391787,Deposit,2024-10-01 21:32:26,734.84,USD,Failed,2024-10-01 21:32:26,Los Angeles,7282
84341775,147203,Withdrawal,2023-12-08 21:32:26,928.71,USD,Completed,2023-12-08 21:32:26,Chicago,5178
54908830,926273,Transfer,2024-04-13 21:32:26,1229.78,USD,Failed,2024-04-13 21:32:26,New York,2100
80806371,497718,Withdrawal,2024-05-17 21:32:26,649.35,USD,Completed,2024-05-17 21:32:26,New York,4886
78790040,139235,Transfer,2024-11-13 21:32:26,1299.58,USD,Failed,2024-11-13 21:32:26,Phoenix,6346
42668871,563467,Withdrawal,2024-02-03 21:32:26,718.77,USD,Pending,2024-02-03 21:32:26,Phoenix,5069
74109600,658254,Withdrawal,2024-01-14 21:32:26,974.79,USD,Pending,2024-01-14 21:32:26,Los Angeles,2556
90999362,787875,Withdrawal,2023-11-21 21:32:26,818.15,USD,Completed,2023-11-21 21:32:26,Houston,3547
77839420,223750,Withdrawal,2024-07-01 21:32:26,105.46,USD,Failed,2024-07-01 21:32:26,Los Angeles,4890
58070502,527204,Transfer,2024-10-08 21:32:26,96.35,USD,Failed,2024-10-08 21:32:26,Los Angeles,7430
17897087,341425,Withdrawal,2024-09-15 21:32:26,185.0,USD,Failed,2024-09-15 21:32:26,Phoenix,7263
38258436,843546,Withdrawal,2024-07-19 21:32:26,666.64,USD,Failed,2024-07-19 21:32:26,Phoenix,2841
51430828,795377,Transfer,2024-03-07 21:32:26,346.83,USD,Pending,2024-03-07 21:32:26,Chicago,7111
27578576,409325,Withdrawal,2024-10-03 21:32:26,880.61,USD,Pending,2024-10-03 21:32:26,Phoenix,9281
55693713,146272,Transfer,2024-05-20 21:32:26,1668.86,USD,Completed,2024-05-20 21:32:26,Chicago,5348
80508448,532214,Deposit,2024-01-10 21:32:26,2684.37,USD,Failed,2024-01-10 21:32:26,Chicago,7255
45911244,798553,Transfer,2023-11-29 21:32:26,360.11,USD,Failed,2023-11-29 21:32:26,Los Angeles,7260
39975151,244563,Withdrawal,2024-02-02 21:32:26,882.43,USD,Pending,2024-02-02 21:32:26,Phoenix,5324
16828252,613533,Transfer,2024-05-05 21:32:26,1625.35,USD,Completed,2024-05-05 21:32:26,Houston,3984
87173504,402969,Transfer,2024-07-09 21:32:26,656.17,USD,Completed,2024-07-09 21:32:26,New York,9514
34131637,412608,Deposit,2024-03-08 21:32:26,1890.62,USD,Completed,2024-03-08 21:32:26,Chicago,4897
31047623,435085,Deposit,2024-03-31 21:32:26,109.83,USD,Pending,2024-03-31 21:32:26,New York,7399
63941098,869369,Withdrawal,2024-10-07 21:32:26,823.95,USD,Pending,2024-10-07 21:32:26,Los Angeles,7030
99363970,858958,Deposit,2024-03-15 21:32:26,1305.33,USD,Failed,2024-03-15 21:32:26,New York,9523
78601267,540309,Transfer,2024-03-07 21:32:26,726.95,USD,Completed,2024-03-07 21:32:26,Houston,3776
88779251,399309,Withdrawal,2024-05-09 21:32:26,839.49,USD,Pending,2024-05-09 21:32:26,Los Angeles,1706
87251084,459251,Transfer,2023-12-19 21:32:26,477.1,USD,Pending,2023-12-19 21:32:26,Houston,1941
74126097,519079,Deposit,2024-07-29 21:32:26,1739.24,USD,Pending,2024-07-29 21:32:26,New York,5655
74724111,274182,Deposit,2024-11-13 21:32:26,2543.5,USD,Completed,2024-11-13 21:32:26,Phoenix,2065
28869009,366284,Deposit,2024-06-19 21:32:26,2052.49,USD,Pending,2024-06-19 21:32:26,Chicago,4204
44791090,510935,Withdrawal,2024-10-20 21:32:26,255.87,USD,Failed,2024-10-20 21:32:26,Phoenix,4504
13456554,774075,Deposit,2024-11-07 21:32:26,1414.07,USD,Completed,2024-11-07 21:32:26,Houston,8976
52386030,117208,Transfer,2023-12-07 21:32:26,208.36,USD,Completed,2023-12-07 21:32:26,Phoenix,1942
79195858,609438,Withdrawal,2024-10-22 21:32:26,117.64,USD,Completed,2024-10-22 21:32:26,Phoenix,3128
43170399,669108,Transfer,2024-02-19 21:32:26,1300.61,USD,Failed,2024-02-19 21:32:26,Chicago,8609
50626085,883228,Transfer,2024-08-23 21:32:26,1015.27,USD,Completed,2024-08-23 21:32:26,Los Angeles,4210
97931946,596112,Transfer,2024-07-22 21:32:26,1873.74,USD,Failed,2024-07-22 21:32:26,Phoenix,3229
10828652,901079,Withdrawal,2024-05-17 21:32:26,226.49,USD,Completed,2024-05-17 21:32:26,Houston,5104
28422878,681811,Withdrawal,2023-12-19 21:32:26,646.43,USD,Completed,2023-12-19 21:32:26,Los Angeles,5686
86657123,413370,Deposit,2024-08-10 21:32:26,4186.2,USD,Pending,2024-08-10 21:32:26,Houston,8950
57687002,940297,Withdrawal,2023-11-25 21:32:26,369.74,USD,Completed,2023-11-25 21:32:26,Phoenix,3152
26702304,518822,Deposit,2024-02-10 21:32:26,3535.84,USD,Completed,2024-02-10 21:32:26,Houston,7339
52796836,175753,Deposit,2024-02-03 21:32:26,2984.82,USD,Pending,2024-02-03 21:32:26,Los Angeles,8860
52128673,837025,Deposit,2024-06-30 21:32:26,1500.99,USD,Pending,2024-06-30 21:32:26,Houston,6207
30438892,480503,Withdrawal,2024-07-12 21:32:26,512.88,USD,Pending,2024-07-12 21:32:26,Houston,4700
39731480,846168,Withdrawal,2024-03-20 21:32:26,668.3,USD,Pending,2024-03-20 21:32:26,New York,5543
36140728,821620,Transfer,2024-08-19 21:32:26,1641.08,USD,Pending,2024-08-19 21:32:26,Chicago,5116
18639275,720341,Withdrawal,2024-06-28 21:32:26,731.3,USD,Failed,2024-06-28 21:32:26,Chicago,5523
86610942,760142,Transfer,2024-05-23 21:32:26,1106.01,USD,Pending,2024-05-23 21:32:26,Houston,6317
50062130,956727,Transfer,2024-09-28 21:32:26,1898.84,USD,Completed,2024-09-28 21:32:26,Houston,1169
87412516,323608,Withdrawal,2023-12-17 21:32:26,331.29,USD,Failed,2023-12-17 21:32:26,Chicago,6513
50406256,966886,Withdrawal,2024-06-05 21:32:26,434.51,USD,Pending,2024-06-05 21:32:26,New York,4354
34366251,164858,Transfer,2024-08-05 21:32:26,1682.45,USD,Pending,2024-08-05 21:32:26,Chicago,3682
70956188,466271,Transfer,2024-03-04 21:32:26,396.38,USD,Completed,2024-03-04 21:32:26,New York,7214
61603313,349838,Deposit,2024-07-13 21:32:26,4765.55,USD,Pending,2024-07-13 21:32:26,Los Angeles,1153
69294897,128494,Deposit,2024-08-11 21:32:26,865.22,USD,Pending,2024-08-11 21:32:26,Phoenix,9862
30278811,413007,Withdrawal,2024-10-12 21:32:26,96.78,USD,Failed,2024-10-12 21:32:26,Houston,6617
42295290,606312,Transfer,2024-02-11 21:32:26,1080.66,USD,Failed,2024-02-11 21:32:26,Phoenix,6948
46467805,700467,Transfer,2024-11-13 21:32:26,174.5,USD,Pending,2024-11-13 21:32:26,Chicago,1974
59404894,571981,Withdrawal,2024-09-04 21:32:26,131.45,USD,Pending,2024-09-04 21:32:26,Houston,3140
50016012,426011,Transfer,2024-10-11 21:32:26,476.37,USD,Pending,2024-10-11 21:32:26,Chicago,1555
99794055,566700,Withdrawal,2024-05-12 21:32:26,41.48,USD,Pending,2024-05-12 21:32:26,Phoenix,4917
45933303,539271,Transfer,2023-12-10 21:32:26,70.79,USD,Failed,2023-12-10 21:32:26,Chicago,8057
82564522,454565,Transfer,2024-02-14 21:32:26,1104.48,USD,Completed,2024-02-14 21:32:26,New York,7932
54612562,429212,Deposit,2024-08-16 21:32:26,786.66,USD,Pending,2024-08-16 21:32:26,Los Angeles,3252
27708006,456105,Deposit,2024-10-21 21:32:26,752.79,USD,Completed,2024-10-21 21:32:26,Houston,1843
95053409,970489,Transfer,2024-07-31 21:32:26,648.31,USD,Failed,2024-07-31 21:32:26,Phoenix,6529
75507243,951882,Deposit,2024-10-17 21:32:26,881.98,USD,Pending,2024-10-17 21:32:26,Houston,7777
89830829,514883,Withdrawal,2023-11-30 21:32:26,291.94,USD,Completed,2023-11-30 21:32:26,New York,3118
38837259,187052,Withdrawal,2024-05-20 21:32:26,416.62,USD,Completed,2024-05-20 21:32:26,New York,8391
84352086,376076,Withdrawal,2024-04-27 21:32:26,718.82,USD,Pending,2024-04-27 21:32:26,Chicago,1582
76535960,624999,Transfer,2024-03-26 21:32:26,117.89,USD,Completed,2024-03-26 21:32:26,Houston,5654
74799984,420635,Deposit,2024-01-19 21:32:26,4853.4,USD,Completed,2024-01-19 21:32:26,Chicago,8028
64781249,164141,Deposit,2024-09-16 21:32:26,2162.08,USD,Failed,2024-09-16 21:32:26,Houston,9767
82094507,390334,Deposit,2023-11-20 21:32:26,3801.6,USD,Pending,2023-11-20 21:32:26,Chicago,1469
75753414,663768,Transfer,2024-09-19 21:32:26,214.32,USD,Failed,2024-09-19 21:32:26,Chicago,4798
79819634,963640,Withdrawal,2024-06-09 21:32:26,37.66,USD,Completed,2024-06-09 21:32:26,Chicago,5725
42086395,618359,Transfer,2023-11-23 21:32:26,537.37,USD,Failed,2023-11-23 21:32:26,Houston,2390
84552446,682677,Withdrawal,2024-05-12 21:32:26,619.07,USD,Completed,2024-05-12 21:32:26,New York,6791
94472292,681811,Deposit,2023-11-19 21:32:26,2829.08,USD,Failed,2023-11-19 21:32:26,New York,8506
56309741,200527,Transfer,2024-01-08 21:32:26,390.52,USD,Completed,2024-01-08 21:32:26,Phoenix,1045
44673653,260401,Deposit,2024-08-08 21:32:26,3106.87,USD,Failed,2024-08-08 21:32:26,Houston,9015
34305589,591997,Transfer,2024-04-02 21:32:26,300.27,USD,Completed,2024-04-02 21:32:26,Phoenix,9184
13501321,433277,Withdrawal,2024-11-03 21:32:26,394.51,USD,Pending,2024-11-03 21:32:26,New York,4041
70827465,791412,Withdrawal,2024-08-11 21:32:26,800.05,USD,Pending,2024-08-11 21:32:26,Phoenix,9119
42123934,172105,Deposit,2024-07-04 21:32:26,1696.82,USD,Failed,2024-07-04 21:32:26,Houston,1542
52208559,395106,Transfer,2024-06-07 21:32:26,494.46,USD,Completed,2024-06-07 21:32:26,Chicago,6188
29394340,201366,Withdrawal,2024-02-12 21:32:26,489.82,USD,Pending,2024-02-12 21:32:26,Houston,2694
92412193,894344,Transfer,2024-11-16 21:32:26,1421.93,USD,Completed,2024-11-16 21:32:26,Houston,5534
76071326,607983,Transfer,2024-07-07 21:32:26,989.78,USD,Failed,2024-07-07 21:32:26,Chicago,1722
54083668,528278,Transfer,2024-04-08 21:32:26,1441.32,USD,Completed,2024-04-08 21:32:26,Los Angeles,7973
20537804,763949,Deposit,2024-08-18 21:32:26,3794.17,USD,Completed,2024-08-18 21:32:26,Chicago,3341
66632671,991304,Withdrawal,2024-07-13 21:32:26,174.18,USD,Failed,2024-07-13 21:32:26,Chicago,2710
16517845,352143,Transfer,2024-06-25 21:32:26,884.57,USD,Pending,2024-06-25 21:32:26,Los Angeles,3642
32247037,752203,Withdrawal,2024-04-15 21:32:26,85.95,USD,Pending,2024-04-15 21:32:26,Houston,7133
70959269,824926,Deposit,2024-05-19 21:32:26,892.02,USD,Pending,2024-05-19 21:32:26,Chicago,1051
65409032,727808,Withdrawal,2023-12-03 21:32:26,221.22,USD,Completed,2023-12-03 21:32:26,New York,6288
74052160,730054,Deposit,2024-02-26 21:32:26,4747.43,USD,Failed,2024-02-26 21:32:26,Chicago,3197
70730361,917409,Deposit,2024-05-31 21:32:26,2822.92,USD,Failed,2024-05-31 21:32:26,Chicago,7943
66278986,557907,Transfer,2024-10-02 21:32:26,1709.78,USD,Pending,2024-10-02 21:32:26,New York,8366
16905049,931133,Withdrawal,2024-03-01 21:32:26,514.16,USD,Failed,2024-03-01 21:32:26,Los Angeles,6758
85743721,271859,Withdrawal,2024-09-14 21:32:26,953.36,USD,Pending,2024-09-14 21:32:26,New York,8031
56739717,488849,Deposit,2024-08-16 21:32:26,4332.74,USD,Completed,2024-08-16 21:32:26,New York,6682
80145756,846559,Transfer,2024-06-15 21:32:26,679.75,USD,Pending,2024-06-15 21:32:26,Chicago,2876
83383432,442303,Deposit,2024-08-11 21:32:26,928.22,USD,Failed,2024-08-11 21:32:26,Houston,8136
80671038,679084,Deposit,2024-06-30 21:32:26,3724.78,USD,Completed,2024-06-30 21:32:26,Houston,6769
62795602,568094,Transfer,2024-05-24 21:32:26,752.09,USD,Pending,2024-05-24 21:32:26,Houston,9199
58196487,993686,Deposit,2024-05-02 21:32:26,1870.28,USD,Pending,2024-05-02 21:32:26,Chicago,7167
45528494,724431,Withdrawal,2024-02-21 21:32:26,653.08,USD,Failed,2024-02-21 21:32:26,Chicago,8944
24683951,896680,Transfer,2024-08-05 21:32:26,441.4,USD,Completed,2024-08-05 21:32:26,New York,3850
21716962,240312,Deposit,2024-03-31 21:32:26,1138.42,USD,Pending,2024-03-31 21:32:26,Phoenix,1587
31749095,425211,Transfer,2023-12-22 21:32:26,925.18,USD,Pending,2023-12-22 21:32:26,New York,6201
15380814,974778,Deposit,2024-05-14 21:32:26,4814.91,USD,Failed,2024-05-14 21:32:26,Chicago,4415
52249983,959166,Transfer,2024-06-05 21:32:26,1514.91,USD,Completed,2024-06-05 21:32:26,Phoenix,5484
49520336,965798,Transfer,2024-02-19 21:32:26,147.06,USD,Pending,2024-02-19 21:32:26,New York,5451
63463207,673320,Transfer,2024-07-18 21:32:26,489.94,USD,Completed,2024-07-18 21:32:26,Chicago,5325
43340154,363248,Deposit,2024-10-19 21:32:26,1921.09,USD,Pending,2024-10-19 21:32:26,Phoenix,9879
95144971,310684,Withdrawal,2024-05-31 21:32:26,946.65,USD,Pending,2024-05-31 21:32:26,Houston,9436
99968005,234494,Transfer,2024-04-12 21:32:26,872.42,USD,Pending,2024-04-12 21:32:26,Los Angeles,5110
71430712,474468,Transfer,2024-06-21 21:32:26,181.08,USD,Completed,2024-06-21 21:32:26,New York,8887
13935108,243302,Withdrawal,2024-11-01 21:32:26,973.7,USD,Failed,2024-11-01 21:32:26,Houston,4708
53300804,769506,Transfer,2024-05-28 21:32:26,1169.12,USD,Completed,2024-05-28 21:32:26,Los Angeles,6035
76361464,349253,Transfer,2024-09-01 21:32:26,477.61,USD,Failed,2024-09-01 21:32:26,Houston,3213
13690566,216196,Withdrawal,2024-09-22 21:32:26,184.61,USD,Completed,2024-09-22 21:32:26,Chicago,2577
37137727,398739,Withdrawal,2024-06-28 21:32:26,873.86,USD,Failed,2024-06-28 21:32:26,Houston,5068
37225513,381165,Transfer,2024-04-08 21:32:26,1736.38,USD,Completed,2024-04-08 21:32:26,Houston,3472
92275179,868701,Transfer,2024-01-01 21:32:26,963.04,USD,Pending,2024-01-01 21:32:26,New York,4443
60315032,182936,Withdrawal,2024-09-05 21:32:26,74.69,USD,Failed,2024-09-05 21:32:26,Los Angeles,1386
31553641,890758,Transfer,2024-01-07 21:32:26,427.68,USD,Failed,2024-01-07 21:32:26,Chicago,5605
26310870,950368,Withdrawal,2023-12-11 21:32:26,233.14,USD,Pending,2023-12-11 21:32:26,Chicago,4841
96206513,570613,Deposit,2023-12-02 21:32:26,855.24,USD,Failed,2023-12-02 21:32:26,Phoenix,2114
53047214,499155,Transfer,2023-12-31 21:32:26,1001.09,USD,Pending,2023-12-31 21:32:26,Los Angeles,2225
48269668,734697,Transfer,2023-12-28 21:32:26,1989.58,USD,Pending,2023-12-28 21:32:26,Chicago,6167
68506737,514156,Withdrawal,2023-12-29 21:32:26,585.48,USD,Failed,2023-12-29 21:32:26,New York,7560
23993643,457205,Withdrawal,2024-10-05 21:32:26,894.6,USD,Failed,2024-10-05 21:32:26,Houston,5227
