customer_id,ssn,first_name,last_name,date_of_birth,email,primary_phone,address_line1,city,state,zip_code,country,credit_score
2006313,601-72-9203,Mark,Martinez,1981-12-31,uparrish@example.org,(947)-647-1061,451 Eric Orchard Apt. 158,Dannyview,OK,30144,United States,431
8199311,866-72-9122,Anthony,Hickman,1970-04-10,whitejacqueline@example.com,(274)-631-9024,0229 Jones Streets Apt. 183,Barnesmouth,GA,49004,United States,814
6228407,739-42-9300,Caitlyn,Ware,1955-01-18,karenwilliams@example.org,(460)-855-6924,6797 Nelson Throughway Apt. 561,Erikashire,NM,69567,United States,686
6174418,047-29-6476,Tracey,Brown,1961-09-11,sierra24@example.com,(823)-199-4372,07622 Patel Forks Suite 160,Smithland,VI,41534,United States,789
8202195,588-52-6844,Keith,Sullivan,1978-01-28,lauriemontgomery@example.net,(694)-463-3884,61369 Warren Locks Suite 535,North William,DE,70048,United States,518
9555575,199-45-5753,Jessica,Fuentes,1953-12-22,curtisscott@example.org,(916)-321-6190,127 Webster Trace,Maldonadoshire,SD,83770,United States,563
6422534,885-81-5180,Edward,Jones,1994-01-22,laura90@example.com,(248)-947-1210,7700 Decker Club,New Brookefurt,NH,76565,United States,835
1688246,461-74-3085,Marc,Alvarez,1954-05-29,hayeslisa@example.com,(607)-812-2780,203 Ritter Pine,West Nathan,LA,51280,United States,717
7858012,794-44-9796,Brian,Mccoy,1979-06-03,riveraangela@example.com,(834)-134-4364,9251 Sabrina Inlet Suite 291,Angelicamouth,GU,17251,United States,844
9831414,096-83-6938,William,Smith,1975-11-29,stephaniepeterson@example.com,(986)-522-6136,22141 Ebony Wells,New Nicholas,GA,24204,United States,832
3777286,739-57-0716,Robert,Rhodes,1966-03-15,wbishop@example.net,(777)-980-1986,83473 Gregory Ports Suite 746,Burchborough,AS,79755,United States,543
3321942,894-33-0855,Danielle,Sawyer,1947-11-02,mitchellkathryn@example.com,(892)-459-6828,261 Lisa Keys Apt. 606,Joeland,MN,29931,United States,389
1472908,327-13-5494,Lacey,Taylor,1972-12-01,ihorton@example.net,(922)-998-9630,9010 Lewis Drive Suite 143,Davidbury,MT,84249,United States,482
8669093,065-15-8190,Candice,Smith,2004-01-07,jennifercarter@example.org,(721)-383-1638,96218 Jones Pine Apt. 670,Zavalaview,WA,02629,United States,415
6991041,808-09-5650,John,Sandoval,1947-12-26,dennis58@example.com,(624)-513-9232,772 Bryan Trail,Johnsonborough,AZ,26645,United States,311
1703065,324-40-8445,Raymond,Ochoa,1998-04-21,benjamin34@example.com,(158)-207-6069,541 Kim Locks,Klinefurt,MA,24987,United States,616
9324908,709-64-6019,Sandra,Stone,1945-02-12,mmiller@example.org,(395)-324-3605,1154 Griffin Stravenue Suite 275,Williamsstad,RI,57509,United States,526
5606274,655-08-1230,Emily,Sullivan,2003-09-15,stephaniethomas@example.net,(266)-402-7009,21355 Herring Bypass Apt. 755,Hinesshire,DC,69898,United States,673
7156398,408-41-4567,John,Wilson,1959-03-13,jholmes@example.org,(500)-936-1472,7394 Gonzalez Dale Apt. 727,Port Evelynmouth,TN,46038,United States,799
2089496,564-70-4758,Patricia,York,1957-07-27,william13@example.org,(766)-362-7141,0589 Mcdonald Plaza,New Nicole,CA,41040,United States,540
7680015,735-93-7843,Alicia,Hammond,1943-11-30,teresaday@example.com,(584)-757-8281,852 Katrina Curve Suite 801,West Fred,MD,93474,United States,570
4782763,355-67-4654,Meghan,King,1971-03-25,colleenmendez@example.org,(154)-677-6793,922 Kirby Port,Port Michelleland,AZ,84577,United States,520
5440189,667-27-9374,Robert,Fowler,2001-08-28,dawn47@example.org,(403)-711-8202,7102 Perry Mountain Apt. 592,Michellemouth,VA,45769,United States,530
7689354,134-98-6071,Zachary,Rodriguez,1966-10-10,cmartinez@example.org,(867)-945-4105,04696 Sydney Estate,Sarahmouth,ID,21386,United States,512
9359508,528-60-8172,Natasha,Jimenez,1946-02-17,pwagner@example.org,(429)-413-6302,04797 Herrera Vista Apt. 624,Kathrynstad,AZ,53006,United States,415
1858283,584-72-3190,Michael,Roberts,1986-06-16,rduran@example.net,(904)-985-2200,16558 Fischer Flat,Porterton,AZ,18462,United States,636
6587495,824-61-8509,Stephen,Obrien,2004-01-13,markaustin@example.org,(717)-132-9855,495 Erickson Hills Suite 055,South Brandytown,PA,62706,United States,588
5454861,672-75-9464,Jeremy,Williams,1999-04-07,alexandriagriffith@example.com,(765)-333-2818,309 James Mill,Robertchester,UT,27225,United States,363
7884990,514-79-7727,Monique,Fitzgerald,1942-05-09,aprilhoffman@example.net,(422)-746-7402,652 Barr Junctions Suite 497,East Joshua,ME,29974,United States,428
5993143,790-37-3397,Hannah,Burns,1999-03-06,ann44@example.org,(749)-144-2802,5240 Moses Common Suite 747,East Maria,KY,74165,United States,580
5557052,141-14-9615,John,Williams,2006-02-24,danawilliams@example.com,(258)-759-9898,712 Tamara Estate Suite 773,Manuelton,PW,12226,United States,446
4896008,548-95-0612,Robin,Thompson,1957-10-19,osbornrandy@example.com,(945)-718-4737,400 Bradley Coves,Justinside,NC,65239,United States,372
3251501,872-65-7669,Joshua,Lamb,1978-11-18,jessicawong@example.net,(552)-466-9236,54932 Wilcox Passage,Christopherville,HI,18931,United States,817
9010350,332-32-0112,Jose,Young,1970-03-19,kevin90@example.com,(556)-411-8252,301 Parker Lodge Suite 145,East Susan,NJ,20579,United States,641
8633275,766-78-6122,Robert,Dunn,1997-12-14,kathleenbecker@example.net,(191)-503-9578,785 Samantha Creek,Port Amyhaven,ID,75566,United States,408
3514105,169-42-8526,Scott,Frazier,2000-05-27,nolansean@example.org,(625)-840-8499,86790 Chambers Inlet Apt. 640,New Charles,NE,45659,United States,380
2069713,555-08-1131,Valerie,Kennedy,1972-12-12,iwhite@example.net,(349)-687-1407,6766 Felicia Shore Apt. 512,Ricebury,MP,00956,United States,728
1381435,306-60-8921,Roger,Gray,1965-02-17,stevenmoore@example.org,(641)-283-1538,69033 Craig Bypass,Harperton,IA,97565,United States,461
1742169,412-57-3840,Amber,Webster,1941-07-22,williamroberts@example.net,(135)-474-8884,953 Walter Shore Apt. 644,New Stacyburgh,SC,89466,United States,749
8167236,570-64-0769,Teresa,David,1985-10-01,heather62@example.com,(751)-694-1941,87334 Linda Centers Suite 688,South John,IL,43789,United States,336
2326581,461-48-1515,Amanda,Calderon,1940-11-20,nicholas99@example.org,(675)-190-2086,98373 Turner Bridge,East Suzanne,DE,98395,United States,700
9034958,249-90-9903,Jane,Sanders,1966-06-13,kimberly67@example.net,(115)-480-4002,4587 Garcia Stravenue Suite 535,Robertshire,VI,29503,United States,626
3448176,017-34-9066,Sarah,Riley,1990-09-15,elijah53@example.com,(223)-855-2166,8547 Murray Street,Garyside,NM,24624,United States,512
1985360,537-05-1218,Sierra,Barnett,1934-09-29,otaylor@example.org,(819)-717-1439,203 Brooks River,Hopkinstown,AL,70259,United States,578
7901115,013-03-8674,Jennifer,Nichols,1972-11-22,shawheidi@example.com,(626)-214-1707,18233 Ochoa Grove,Millerfurt,NH,74556,United States,335
5080351,714-29-4915,Gabriella,Abbott,1938-03-10,sullivannicholas@example.com,(323)-341-1609,021 Bruce Rue,Arielville,MH,69727,United States,532
1713900,236-28-9287,Thomas,Williams,1943-12-29,rachel90@example.org,(682)-974-8963,39261 Martin Garden Suite 856,Port Vanessa,VA,10780,United States,541
9401909,764-45-0880,Connor,Hall,1944-03-21,cassie99@example.com,(212)-648-4017,47735 Reynolds Springs Suite 194,Lake Charles,KY,20715,United States,805
7375341,729-82-2528,Jodi,Stewart,1948-05-17,smithkyle@example.com,(363)-423-1083,21267 Garcia Corners Suite 819,Michelletown,LA,54739,United States,432
7506196,798-11-9168,Rebecca,Spence,2004-10-18,ginajackson@example.com,(537)-763-9192,7212 Hill Hills Suite 154,Lake Colleen,PA,81329,United States,419
4280754,469-14-2220,Kevin,Rush,1979-02-02,vbrock@example.com,(845)-648-2223,9245 Timothy Fall Suite 547,West Nicholas,GU,52003,United States,375
7123944,117-73-3274,Brittany,Gardner,1937-07-16,nhahn@example.com,(114)-588-7986,167 Cynthia Garden Suite 266,South Vickifort,OR,53035,United States,509
9965197,519-89-6854,Amy,Gibbs,1982-10-22,rodriguezjohn@example.net,(603)-469-8999,90965 Rodriguez Courts Suite 388,South Neil,NH,89571,United States,699
9396422,155-45-0403,Timothy,Phillips,1945-07-23,guerrajessica@example.com,(129)-556-5296,7387 Alvarez Mill Suite 514,Port Jennifertown,PR,45468,United States,457
2834801,694-22-3997,Zachary,Arnold,1978-12-03,omullen@example.com,(719)-592-2474,66093 Vargas Loaf,Lake Jasonview,WV,92744,United States,836
2049645,592-14-8797,Jacob,Nguyen,1996-02-23,bakermichelle@example.net,(859)-123-3601,696 Michael Vista Suite 924,Lake Dennisville,IA,40527,United States,614
2962077,188-48-2317,William,Barnes,1952-08-21,fhenderson@example.net,(528)-947-3004,274 Jacob Ville,Harveystad,AL,64019,United States,499
3290672,200-50-9201,William,Simpson,2000-10-18,cmckinney@example.com,(980)-342-6552,90340 Walker Heights,Port Stephen,WA,65422,United States,462
9569902,116-74-1872,Joseph,Daniels,1983-10-21,wolfscott@example.org,(381)-604-8547,34074 Atkins Corners Suite 133,Michellechester,GA,81261,United States,511
3335975,804-27-3391,Linda,Hudson,2006-04-26,candice25@example.net,(466)-818-9826,9481 Sydney Turnpike Suite 042,East Dustin,MD,32948,United States,353
7588425,502-19-9461,Cynthia,Burton,1984-12-07,yjones@example.org,(471)-343-5303,457 Murphy Alley Apt. 751,Robinsonchester,GU,28268,United States,429
9299939,275-42-4647,Matthew,Lane,1999-12-06,patricia00@example.org,(926)-865-9353,12770 Harris Spurs Apt. 424,Lake Michaelland,MN,87599,United States,368
3777050,054-51-5006,Jessica,Fischer,1992-04-17,padillaaaron@example.com,(272)-973-6256,93870 Heather Viaduct,Port Robertberg,NJ,09784,United States,651
4841091,393-12-1679,Dakota,Richardson,1974-08-09,patrickli@example.org,(798)-767-4536,89092 Bell Forest,South Christina,NV,28975,United States,406
2454383,103-18-2018,Brittany,Cruz,1992-04-25,kylie34@example.net,(946)-357-6533,89994 Melanie Shoals,Jamiehaven,ID,98522,United States,665
7572491,303-83-0895,Kristen,Leon,1966-06-13,pcruz@example.com,(869)-654-7550,055 Paul Villages,Diazburgh,WV,62237,United States,704
2224599,018-76-1107,Alexander,Lewis,1942-02-07,ohunter@example.net,(747)-218-2642,6188 Joshua Inlet Apt. 832,Peterland,ME,92077,United States,391
8339797,748-31-0949,John,Middleton,1949-08-29,dsalazar@example.com,(374)-810-2290,02027 Mills Tunnel,Garyberg,WA,35728,United States,474
2980663,790-04-5489,Lindsay,Nelson,1942-07-27,jennifer91@example.com,(390)-642-5080,507 Michael Glens Apt. 913,North Micheletown,IA,06527,United States,420
8914896,373-50-2459,Harold,Horne,1938-09-08,pwalker@example.com,(308)-607-6397,1951 Harry Unions Apt. 617,Kiaraport,MD,11823,United States,516
8662929,009-48-3288,Kelly,Mueller,1966-11-21,frichardson@example.org,(187)-686-4089,06038 Fields Square,West Aaronfurt,PR,97242,United States,835
6159172,107-27-8681,Tonya,Barnes,1942-01-10,jenniferdavis@example.org,(571)-837-9850,571 William Route Suite 199,South Elaineberg,IA,38731,United States,493
5378701,872-41-6439,Jaclyn,Moss,1977-02-28,enelson@example.org,(986)-407-5905,121 Shannon Island,Martinezstad,WI,27716,United States,816
8581910,316-60-4342,Melissa,Davis,1975-04-12,lewismelissa@example.org,(739)-687-2164,356 Erica Green,North Stephanie,PR,59771,United States,456
5191831,097-60-1670,Linda,Taylor,1935-07-03,greertoni@example.org,(466)-457-4976,5199 Lowery Club,North Jamesmouth,AS,17381,United States,333
2543145,868-43-2008,Brad,Murray,1956-09-26,zunderwood@example.com,(521)-104-9656,6253 Joshua Mission,North Christina,RI,32716,United States,522
5951043,511-53-9023,Timothy,Miller,1986-01-01,robertday@example.net,(434)-479-3411,806 Castillo Tunnel,Coopershire,NY,42654,United States,624
7515956,277-24-0428,Luis,Robinson,1972-02-10,stokesthomas@example.com,(638)-801-2650,13348 Kathryn Forges,Kellyburgh,HI,31506,United States,836
6335227,826-95-5879,Robin,Johnson,1981-09-27,annalopez@example.com,(209)-586-4355,70103 Andrew Neck Apt. 593,West Jennifer,PW,42914,United States,358
1999183,023-19-9612,Janet,Thomas,1948-12-20,susan56@example.net,(930)-537-1161,4522 Conner Oval,Grantside,UT,80941,United States,831
6986539,229-86-9650,Lisa,Gray,1973-12-16,gregorysmith@example.net,(897)-356-4904,029 Mccall Ridge Apt. 917,West Julie,IA,45958,United States,700
6360633,172-82-1454,Lorraine,Santiago,1979-07-28,nsmith@example.org,(461)-480-9031,4100 Kim Manor,South Trevor,MS,46537,United States,601
7297287,104-62-9471,Debra,Mcdaniel,1956-01-05,cjones@example.com,(128)-673-1884,4115 Pamela Estates,New Shellyland,MA,78361,United States,560
9098979,722-04-7067,Sherri,Martin,1992-12-20,brianrivera@example.org,(304)-774-3700,884 Evans Court Apt. 698,Hernandezstad,AL,56548,United States,713
2470159,302-85-9834,Timothy,Davis,1962-01-15,daniellerowland@example.com,(465)-359-2343,6774 Darlene Loaf,West Nicole,MN,24956,United States,806
8478868,046-34-7205,Steven,Perez,1970-06-05,hernandezheather@example.org,(886)-375-8203,586 Angela Ville,Cardenaschester,ND,90556,United States,418
8966231,587-31-7804,Kent,Foster,1938-08-08,davidtodd@example.org,(187)-146-8917,32061 Harris View,Port Brooke,MD,95803,United States,740
2124274,090-50-9116,Ray,Nguyen,1971-06-20,astark@example.net,(191)-446-1769,62299 Sara Port Apt. 485,Bakerfort,OK,80318,United States,303
8936405,039-23-4513,Richard,Montgomery,1988-07-19,fosternatasha@example.net,(627)-329-4000,74505 Collins Ville,Garrisonville,VI,30379,United States,743
3254614,308-96-7260,Kim,Flores,1990-08-06,lopezjason@example.com,(403)-593-9992,508 Cameron Station Suite 289,East Jamesborough,MP,08054,United States,347
5185752,034-59-0829,Samantha,Bush,1971-03-01,madison86@example.net,(275)-470-6116,035 Wheeler Fall,Matthewsstad,MI,21933,United States,526
5339593,767-89-1481,Justin,Hughes,1956-01-18,mercedesholland@example.net,(174)-528-4468,6800 Buck Rue,New Lauren,IN,33582,United States,547
6124763,730-91-4512,Rodney,Bennett,1981-05-02,dking@example.com,(514)-958-5620,108 Hoffman Ranch Suite 417,West Vanessamouth,VI,36792,United States,438
5381318,672-92-4896,Jacob,Holmes,1966-07-31,trujilloleah@example.net,(846)-929-1919,520 Bright Green Suite 660,West Jessica,IN,90458,United States,745
9969688,654-61-5874,William,Bruce,1958-07-12,connor24@example.net,(599)-211-3535,513 Walker Well,Robertmouth,MN,34653,United States,316
5933359,475-16-7710,Brian,Walters,1943-07-27,gpreston@example.org,(214)-137-5552,460 Derrick Flats Suite 697,West Michelle,HI,11093,United States,809
9180249,341-81-2898,Lawrence,Brown,1995-05-26,jason29@example.org,(729)-559-6616,29666 Sanford Lights Apt. 083,Stephaniemouth,WV,70104,United States,573
4197346,019-87-0068,Courtney,Wright,1980-09-27,david68@example.net,(678)-767-3525,10447 Hamilton Spur Apt. 575,East Stacy,PW,53374,United States,784
1320859,234-29-2150,Jason,Johnson,2002-07-22,daviddawson@example.org,(597)-356-2575,489 Brittney Causeway Apt. 001,Wallaceville,OH,33627,United States,843
8959049,719-20-3367,Heather,Mccoy,1974-11-09,qstanley@example.net,(359)-989-7790,926 William River Apt. 411,Gonzalezborough,WI,34972,United States,633
9776935,207-46-6714,Kenneth,Williams,2001-06-05,haleycastillo@example.org,(352)-216-8699,11972 Kimberly Club,West Dawnmouth,LA,35120,United States,744
8789281,052-13-2863,Morgan,Phelps,1982-11-25,ronald11@example.org,(833)-465-8113,25579 Johns Course,Lisaburgh,DE,53031,United States,447
7715084,468-35-6320,Hannah,Mendoza,1991-04-10,danielhorton@example.org,(634)-510-2637,69797 Cheryl Tunnel,Cherylberg,NJ,64480,United States,419
2894776,422-57-0754,Bryan,Pena,1935-07-23,tiffanysantiago@example.com,(971)-470-6121,3756 Mary Point,North Dawnburgh,NY,62011,United States,529
9318729,891-22-1227,Karen,Flores,1978-11-28,brent38@example.net,(249)-244-8881,3177 Miller Parks Suite 517,North Richardton,OH,72472,United States,645
1002847,846-12-9900,Sylvia,Walsh,2003-01-22,diamondbryant@example.com,(898)-323-9428,37589 Moran Lakes Suite 113,West Michaelport,OH,68918,United States,309
7272839,719-14-0751,Penny,Vasquez,1989-07-26,kingjames@example.org,(252)-114-2296,73516 Sara Villages Apt. 779,South Adam,WA,06867,United States,693
8261353,859-75-7913,Sandra,Norman,1957-12-28,jessicaanderson@example.com,(680)-300-4249,669 Joshua Junctions Suite 722,Morrisonhaven,ME,92447,United States,331
6266549,729-95-9070,Cynthia,Harris,1973-06-03,samantha22@example.net,(465)-803-4294,158 Aguilar Shores Suite 846,New Danielfurt,FL,07456,United States,714
1949670,205-35-2637,Tonya,Vega,1953-10-20,vaughnkenneth@example.net,(943)-915-4638,7198 Julia Points,Youngport,UT,87597,United States,381
1788191,391-50-6826,Sue,Daugherty,1976-06-05,smithjohn@example.net,(509)-626-9672,59893 Kelly Fall Apt. 228,South Billyview,OH,35135,United States,691
3182154,165-75-4179,Adam,Owens,1954-12-11,hernandezmarcus@example.org,(546)-639-3314,9851 Fox Ferry Apt. 826,Davisbury,FM,28465,United States,734
6568081,340-47-4810,Jeffery,Goodwin,2006-01-28,wbarajas@example.net,(248)-152-1469,57399 Susan Springs,Patrickville,MS,34132,United States,670
5745083,026-67-6144,Willie,Hicks,2000-02-17,phillipsdenise@example.com,(849)-655-8263,28801 Ellen Trail,Port Gina,MP,14122,United States,358
4449052,551-90-7131,Deborah,Case,1954-10-20,stevensmartin@example.org,(977)-521-5051,24819 Rhonda Lodge,Hayesfurt,NE,41972,United States,519
1283383,399-87-1939,Amanda,May,1942-06-25,haynescharles@example.net,(729)-585-9715,4914 James View,South Ericbury,DC,98379,United States,647
7559766,816-70-4833,Susan,Thomas,1984-08-28,spencerangela@example.org,(395)-432-5340,99688 Kevin Summit,Jasonhaven,FL,21597,United States,393
4086885,227-79-4141,James,White,1941-04-11,enewman@example.com,(710)-643-7598,1397 Howard Skyway,North Justin,CA,25863,United States,551
6331563,498-58-5380,Christina,Torres,1954-08-13,lindsey62@example.org,(610)-726-7163,36452 Humphrey Mountain Suite 547,East Debbieland,MP,37281,United States,570
3348838,552-26-4313,Jessica,Sims,1944-02-20,atkinsoncrystal@example.net,(564)-605-4550,308 Stephens Plains Suite 256,Port Brittany,PR,38642,United States,409
3246154,476-65-8363,Christopher,Cox,1935-04-26,melaniedrake@example.net,(116)-839-6659,272 Ashley Port,Lake Jessica,MI,05798,United States,652
4671175,780-63-3797,Bryan,Wood,1939-09-14,aprilmoody@example.com,(855)-152-5111,0051 Davenport Greens Apt. 665,New Johnbury,NC,53695,United States,609
6920646,837-45-7977,Laura,Eaton,1934-10-09,scotthall@example.net,(835)-618-4055,22259 Donna Mall Suite 177,Clarkburgh,SD,54358,United States,638
1376582,250-06-2096,Ashley,Martin,2003-08-24,macdonalddylan@example.org,(418)-289-3242,86990 Valentine Forge Suite 977,East Maria,PA,19206,United States,611
4051509,639-85-8370,Joseph,Ramsey,1980-07-06,ecarlson@example.org,(498)-183-9583,2103 Serrano Rest Apt. 279,Port Amandaville,CO,63709,United States,515
3186555,618-70-0020,Penny,Hampton,1992-08-07,cwood@example.net,(103)-970-5987,76599 Ronald Glens Suite 314,Scotttown,VT,97972,United States,365
1119354,592-67-1931,April,Brooks,1961-10-31,robert12@example.com,(439)-477-4681,8695 Braun Locks Apt. 688,Whiteside,OH,63908,United States,681
5257682,315-74-5642,Kim,Sanders,1952-08-31,adkinssean@example.net,(452)-897-1117,38658 Eugene Roads,Port Christopherberg,NJ,79176,United States,572
8304421,091-09-4311,Jeffrey,Miller,1939-01-05,zarias@example.net,(323)-162-5256,902 Gonzales Flats Suite 309,New Gavin,AZ,47652,United States,677
5014060,671-01-2580,Christopher,Hill,1988-03-27,elizabeth69@example.org,(346)-281-6635,118 Barber Points,Michaelview,IN,79978,United States,409
4263591,466-52-9420,Adam,Thompson,2002-10-10,hansenwesley@example.com,(504)-204-6611,489 Benson Lane,Carrillomouth,WI,60643,United States,601
